slug,module,localFile,severity,web_adj,doc_words,gap_pct,aggregated,agg_files
gan-storage-disk-vao-may-ao,Cloud Server,cloud-server/gan-storage-disk-vao-may-ao.md,HIGH,149,44,70%,,
delete-card-NIC,Cloud Server,cloud-server/delete-card-NIC.md,HIGH,102,31,70%,,
migrate-bucket-data,FPT Object Storage,fpt-object-storage/migrate-bucket-data.md,HIGH,492,150,70%,,
connect-pfsense,VPN Site-to-Site,vpn-site-to-site/connect-pfsense.md,HIGH,524,159,70%,,
create-vpn-connection,VPN Site-to-Site,vpn-site-to-site/create-vpn-connection.md,HIGH,919,274,70%,,
theo-doi-bieu-do-load-balancer,Load Balancer,load-balancer/theo-doi-bieu-do-load-balancer.md,HIGH,290,88,70%,,
khoi-tao-canh-bao-vpn,FPT Cloud Guard,cloud-guard/khoi-tao-canh-bao-vpn.md,HIGH,484,146,70%,,
cap-nhat-thong-tin-cau-hinh-agent,FPT Jenkins CI,fpt-jenkins-ci/cap-nhat-thong-tin-cau-hinh-agent.md,HIGH,99,30,70%,,
huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci,FPT Jenkins CI,fpt-jenkins-ci/huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci.md,HIGH,174,53,70%,,
schedule-detail,FPT AppSec,fpt-appsec/schedule-detail.md,HIGH,188,57,70%,,
hpc-delete-image,Cloud Server,cloud-server/hpc-delete-image.md,HIGH,52,16,69%,,
tutorials-quan-ly-template-duoc-tao-tu-may-ao,Cloud Server,cloud-server/tutorials-quan-ly-template-duoc-tao-tu-may-ao.md,HIGH,93,29,69%,,
network-all,Cloud Server,cloud-server/network-all.md,HIGH,265,83,69%,,
cai-dat-cluster-kubernetes-su-dung-gpu,FPT Kubernetes Engine with GPU,fpt-kubernetes-engine-with-gpu/cai-dat-cluster-kubernetes-su-dung-gpu.md,HIGH,1301,397,69%,,
them-moi-tag-retention-rule,FPT Container Registry,fpt-container-registry/them-moi-tag-retention-rule.md,HIGH,581,179,69%,,
monitor-applications,FPT Cloud Monitoring,fpt-cloud-monitoring/monitor-applications.md,HIGH,84,26,69%,,
quan-ly-role,FPT AppSec,fpt-appsec/quan-ly-role.md,HIGH,93,29,69%,,
guide-integration,FPT AppSec,fpt-appsec/guide-integration.md,HIGH,75,23,69%,,
cau-hinh-lap-lich-chay-retention-rule,FPT Container Registry,fpt-container-registry/cau-hinh-lap-lich-chay-retention-rule.md,HIGH,182,59,68%,,
chinh-sua-recipient,FPT Cloud Guard,cloud-guard/chinh-sua-recipient.md,HIGH,53,17,68%,,
guide-github,FPT AppSec,fpt-appsec/guide-github.md,HIGH,376,122,68%,,
xoa-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),fpt-managed-gpu-cluster/xoa-managed-gpu-cluster.md,HIGH,82,26,68%,,
block-storage,Cloud Server,cloud-server/block-storage.md,HIGH,144,47,67%,,
tai-len-custom-image,Cloud Server,cloud-server/tai-len-custom-image.md,HIGH,221,74,67%,,
tutorials-khoi-tao-template-tu-may-ao,Cloud Server,cloud-server/tutorials-khoi-tao-template-tu-may-ao.md,HIGH,67,22,67%,,
import-ssl-certificate-cho-load-balancer,Load Balancer,load-balancer/import-ssl-certificate-cho-load-balancer.md,HIGH,113,37,67%,,
nang-cap-k8s-version,Managed - FPT Kubernetes Engine,managed-fpt-kubernetes-engine/nang-cap-k8s-version.md,HIGH,81,27,67%,,
cem-chi-tiet-quota-dich-vu,FPT Container Registry,fpt-container-registry/cem-chi-tiet-quota-dich-vu.md,HIGH,162,53,67%,,
xem-chi-tiet-ket-qua-quet,FPT Cloud VA,fpt-va/xem-chi-tiet-ket-qua-quet.md,HIGH,110,36,67%,,
khoi-tao-canh-bao-load-balancer,FPT Cloud Guard,cloud-guard/khoi-tao-canh-bao-load-balancer.md,HIGH,631,207,67%,,
guide-fcr,FPT AppSec,fpt-appsec/guide-fcr.md,HIGH,437,143,67%,,
guide-harbor,FPT AppSec,fpt-appsec/guide-harbor.md,HIGH,451,151,67%,,
tutorials-object,FPT Object Storage,fpt-object-storage/tutorials-object.md,HIGH,969,331,66%,,
connect-fci-vmware,VPN Site-to-Site,vpn-site-to-site/connect-fci-vmware.md,HIGH,474,162,66%,,
them-bot-member-cho-server-pool,Load Balancer,load-balancer/them-bot-member-cho-server-pool.md,HIGH,199,68,66%,,
tao-object,CheckPoint - FPT NGFW,checkpoint-fpt-ngfw/tao-object.md,HIGH,122,42,66%,,
chinh-sua-alert,FPT Cloud Guard,cloud-guard/chinh-sua-alert.md,HIGH,67,23,66%,,
xoa-storage-disk,Cloud Server,cloud-server/xoa-storage-disk.md,HIGH,86,30,65%,,
quan-ly-mountpoint,File Storage - High Performance,file-storage-high-performance/quan-ly-mountpoint.md,HIGH,713,250,65%,,
cap-nhat-load-balancer,Load Balancer,load-balancer/cap-nhat-load-balancer.md,HIGH,125,44,65%,,
lay-thong-tin-truy-cap-cluster,Managed - FPT Kubernetes Engine,fpt-managed-gpu-cluster/lay-thong-tin-truy-cap-cluster.md,HIGH,88,31,65%,,
access-control,FPT Cloud WAPPLES,fpt-cloud-wapples/access-control.md,HIGH,88,31,65%,,
lay-header,FPT Cloud VA,fpt-va/lay-header.md,HIGH,164,57,65%,,
xuat-bao-cao,FPT Cloud VA,fpt-va/xuat-bao-cao.md,HIGH,55,19,65%,,
xem-danh-sach-workspaces,FPT Cloud Monitoring,fpt-cloud-monitoring/xem-danh-sach-workspaces.md,HIGH,135,47,65%,,
upgrade-version,FPT Jenkins CI,fpt-jenkins-ci/upgrade-version.md,HIGH,83,29,65%,,
guide-gitlab,FPT AppSec,fpt-appsec/guide-gitlab.md,HIGH,227,79,65%,,
add-them-worker-group,Managed GPU Cluster (Kubernetes),fpt-managed-gpu-cluster/add-them-worker-group.md,HIGH,193,68,65%,,
lock-unlock-instance-deletion,Cloud Server,cloud-server/lock-unlock-instance-deletion.md,HIGH,253,91,64%,Yes,5
enable-NIC-card,Cloud Server,cloud-server/enable-NIC-card.md,HIGH,70,25,64%,,
connect-fci-aws-transitgw,VPN Site-to-Site,vpn-site-to-site/connect-fci-aws-transitgw.md,HIGH,990,358,64%,,
xoa-target,FPT Cloud VA,fpt-va/xoa-target.md,HIGH,78,28,64%,,
tao-moi-fpt-jenkinsCI,FPT Jenkins CI,fpt-jenkins-ci/tao-moi-fpt-jenkinsCI.md,HIGH,118,42,64%,,
cau-hinh-email-notifications,FPT Jenkins CI,fpt-jenkins-ci/cau-hinh-email-notifications.md,HIGH,78,28,64%,,
huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal,FPT Jenkins CI,fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,HIGH,426,154,64%,,
go-storage-disk-khoi-may-ao,Cloud Server,cloud-server/go-storage-disk-khoi-may-ao.md,HIGH,75,28,63%,,
quan-ly-ket-qua-scan-images,FPT Container Registry,fpt-container-registry/quan-ly-ket-qua-scan-images.md,HIGH,73,27,63%,,
auto-blocking-filter,FPT Cloud WAPPLES,fpt-cloud-wapples/auto-blocking-filter.md,HIGH,211,79,63%,,
mo-remote-registry-window,FPT Cloud VA,fpt-va/mo-remote-registry-window.md,HIGH,155,57,63%,,
recipient-teams,FPT Cloud Guard,cloud-guard/recipient-teams.md,HIGH,260,95,63%,,
xoa-agent-khi-khong-muon-su-dung,FPT Jenkins CI,fpt-jenkins-ci/xoa-agent-khi-khong-muon-su-dung.md,HIGH,93,34,63%,,
view-bills,Bills,billing/view-bills.md,HIGH,186,68,63%,,
quan-ly-team,FPT AppSec,fpt-appsec/quan-ly-team.md,HIGH,60,22,63%,,
guide-gitlabserver,FPT AppSec,fpt-appsec/guide-gitlabserver.md,HIGH,251,92,63%,,
connect-fci-aws-virtualgw,VPN Site-to-Site,vpn-site-to-site/connect-fci-aws-virtualgw.md,HIGH,950,364,62%,,
xem-danh-sach-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),fpt-managed-gpu-cluster/xem-danh-sach-managed-gpu-cluster.md,HIGH,236,89,62%,,
giam-sat-group,FPT Autoscale,fpt-autoscale/giam-sat-group.md,HIGH,93,36,61%,,
cluster-autoscale,Managed - FPT Kubernetes Engine,managed-fpt-kubernetes-engine/cluster-autoscale.md,HIGH,361,142,61%,,
lay-cookie,FPT Cloud VA,fpt-va/lay-cookie.md,HIGH,205,80,61%,,
cau-hinh-sonarqube-servers,FPT Jenkins CI,fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,HIGH,276,107,61%,,
xoa-jenkins-instance-khi-khong-muon-su-dung,FPT Jenkins CI,fpt-jenkins-ci/xoa-jenkins-instance-khi-khong-muon-su-dung.md,HIGH,59,23,61%,,
quan-ly-member,FPT AppSec,fpt-appsec/quan-ly-member.md,HIGH,298,117,61%,,
tutorials-quan-ly-access-key-cua-object-storage-tren-fpt-portal,FPT Object Storage,fpt-object-storage/tutorials-quan-ly-access-key-cua-object-storage-tren-fpt-portal.md,MEDIUM,402,161,60%,,
quan-ly-retention-run,FPT Container Registry,fpt-container-registry/quan-ly-retention-run.md,HIGH,269,107,60%,,
cai-dat-team,FPT AppSec,fpt-appsec/cai-dat-team.md,MEDIUM,77,31,60%,,
buy-Public-IP,FPT Cloud Portal – Pay As You Go,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/buy-Public-IP.md,MEDIUM,82,34,59%,,
create-token,Cloud Server,cloud-server/create-token.md,MEDIUM,119,49,59%,,
phan-quyen-su-dung-bucket-cho-cac-subuser,FPT Object Storage,fpt-object-storage/phan-quyen-su-dung-bucket-cho-cac-subuser.md,MEDIUM,316,132,58%,,
them-moi-mot-credential,FPT Jenkins CI,fpt-jenkins-ci/them-moi-mot-credential.md,MEDIUM,297,125,58%,,
cau-hinh-telegram-bots,FPT Jenkins CI,fpt-jenkins-ci/cau-hinh-telegram-bots.md,MEDIUM,92,39,58%,,
setting-agert,Trellix Customer Guide,trellix-customer-guide/setting-agert.md,MEDIUM,178,75,58%,,
quan-ly-mem-team,FPT AppSec,fpt-appsec/quan-ly-mem-team.md,MEDIUM,227,95,58%,,
tutorials-quan-ly-subuser,FPT Object Storage,fpt-object-storage/tutorials-quan-ly-subuser.md,MEDIUM,446,191,57%,,
xoa-kubernetes-cluster,Managed - FPT Kubernetes Engine,managed-fpt-kubernetes-engine/xoa-kubernetes-cluster.md,MEDIUM,63,27,57%,,
kich-hoat-dich-vu-fpt-container-registry,FPT Container Registry,fpt-container-registry/kich-hoat-dich-vu-fpt-container-registry.md,MEDIUM,51,22,57%,,
enable-robot-account,FPT Container Registry,fpt-container-registry/enable-robot-account.md,MEDIUM,68,29,57%,,
static-route,CheckPoint - FPT NGFW,checkpoint-fpt-ngfw/static-route.md,MEDIUM,120,52,57%,,
truy-cap-vao-dashboard,FPT Cloud Monitoring,fpt-cloud-monitoring/truy-cap-vao-dashboard.md,MEDIUM,53,23,57%,,
fcmon-dashboard-template,FPT Cloud Monitoring,fpt-cloud-monitoring/fcmon-dashboard-template.md,MEDIUM,110,47,57%,,
change-network-config,Cloud Server,cloud-server/change-network-config.md,MEDIUM,474,207,56%,Yes,6
best-practice-manual-scaling,Dedicated - FPT Kubernetes Engine,dedicated-fpt-kubernetes-engine/best-practice-manual-scaling.md,MEDIUM,375,166,56%,,
analytics,FPT API Management,fpt-api-management/analytics.md,MEDIUM,130,57,56%,,
disable-robot-account-dang-su-dung,FPT Container Registry,fpt-container-registry/disable-robot-account-dang-su-dung.md,MEDIUM,62,28,55%,,
refresh-robot-account,FPT Container Registry,fpt-container-registry/refresh-robot-account.md,MEDIUM,128,57,55%,,
stop-scan,FPT Container Registry,fpt-container-registry/stop-scan.md,MEDIUM,51,23,55%,,
update-hotfix,CheckPoint - FPT NGFW,checkpoint-fpt-ngfw/update-hotfix.md,MEDIUM,64,29,55%,,
tao-rule-nat,CheckPoint - FPT NGFW,checkpoint-fpt-ngfw/tao-rule-nat.md,MEDIUM,195,88,55%,,
dieu-tra-log,CheckPoint - FPT NGFW,checkpoint-fpt-ngfw/dieu-tra-log.md,MEDIUM,76,34,55%,,
quan-ly-teams-org,FPT AppSec,fpt-appsec/quan-ly-teams-org.md,MEDIUM,290,130,55%,,
user-management-tab,FPT Cloud Monitoring,fpt-cloud-monitoring/user-management-tab.md,MEDIUM,74,34,54%,,
quota-and-package-tab,FPT Cloud Monitoring,fpt-cloud-monitoring/quota-and-package-tab.md,MEDIUM,72,33,54%,,
quan-tri-user,FPT Cloud Monitoring,fpt-cloud-monitoring/quan-tri-user.md,MEDIUM,93,43,54%,,
chinh-sua-thong-tin-org,FPT AppSec,fpt-appsec/chinh-sua-thong-tin-org.md,MEDIUM,83,38,54%,,
quan-ly-gpu-voi-hpc-portal,Cloud Server,cloud-server/quan-ly-gpu-voi-hpc-portal.md,MEDIUM,55,26,53%,,
terraform,Cloud Server,cloud-server/terraform.md,MEDIUM,476,223,53%,Yes,6
cau-hinh-network-interfaces,Fortigate - FPT NGFW,fortigate-fpt-ngfw/cau-hinh-network-interfaces.md,MEDIUM,64,30,53%,,
tag-va-push-image-len-fpt-container-registry,FPT Container Registry,fpt-container-registry/tag-va-push-image-len-fpt-container-registry.md,MEDIUM,122,59,52%,,
auto-repair-nodes,Dedicated - FPT Kubernetes Engine,dedicated-fpt-kubernetes-engine/auto-repair-nodes.md,MEDIUM,305,145,52%,,
proxy-ip,FPT Cloud WAPPLES,fpt-cloud-wapples/proxy-ip.md,MEDIUM,145,70,52%,,
network-filters,FPT Cloud WAPPLES,fpt-cloud-wapples/network-filters.md,MEDIUM,77,37,52%,,
persistent-storage,Managed - FPT Kubernetes Engine,dedicated-fpt-kubernetes-engine/persistent-storage.md,MEDIUM,182,89,51%,,
manual-scale,Dedicated - FPT Kubernetes Engine,dedicated-fpt-kubernetes-engine/manual-scale.md,MEDIUM,196,96,51%,,
detinations-sever,FPT Cloud WAPPLES,fpt-cloud-wapples/detinations-sever.md,MEDIUM,120,59,51%,,
quan-ly-blades,CheckPoint - FPT NGFW,checkpoint-fpt-ngfw/quan-ly-blades.md,MEDIUM,217,107,51%,,
cap-nhat-mot-credential,FPT Jenkins CI,fpt-jenkins-ci/cap-nhat-mot-credential.md,MEDIUM,196,96,51%,,
disable-NIC-card,Cloud Server,cloud-server/disable-NIC-card.md,MEDIUM,56,28,50%,,
quan-ly-account,CheckPoint - FPT NGFW,checkpoint-fpt-ngfw/quan-ly-account.md,MEDIUM,110,55,50%,,
xoa-mot-credential,FPT Jenkins CI,fpt-jenkins-ci/xoa-mot-credential.md,MEDIUM,64,32,50%,,
tao-security-profile,Fortigate - FPT NGFW,fortigate-fpt-ngfw/tao-security-profile.md,MEDIUM,239,121,49%,,
xoa-mot-robot-account,FPT Container Registry,fpt-container-registry/xoa-mot-robot-account.md,MEDIUM,85,44,48%,,
xoa-custom-image,Cloud Server,cloud-server/xoa-custom-image.md,MEDIUM,57,30,47%,,
tao-rule-firewall,CheckPoint - FPT NGFW,checkpoint-fpt-ngfw/tao-rule-firewall.md,MEDIUM,76,40,47%,,
test-send-email,FPT Reporting,reporting/test-send-email.md,MEDIUM,58,31,47%,,
install-veeam-agent-for-windows,FPT Backup As a Service,fpt-backup-as-a-service/install-veeam-agent-for-windows.md,MEDIUM,115,61,47%,,
edit-storage-disk,Cloud Server,cloud-server/edit-storage-disk.md,MEDIUM,92,50,46%,,
docker-login,FPT Container Registry,fpt-container-registry/docker-login.md,MEDIUM,72,39,46%,,
pull-docker-image-tu-fpt-container-registry-ve-local,FPT Container Registry,fpt-container-registry/pull-docker-image-tu-fpt-container-registry-ve-local.md,MEDIUM,123,68,45%,,
tao-firewall-policy,Fortigate - FPT NGFW,fortigate-fpt-ngfw/tao-firewall-policy.md,MEDIUM,160,89,44%,,
tutorials-tao-policy,FPT Key Vault,fpt-key-vault/tutorials-tao-policy.md,MEDIUM,58,33,43%,,
policy-settings,FPT Cloud WAPPLES,fpt-cloud-wapples/policy-settings.md,MEDIUM,372,214,42%,,
tutorials-tao-auth-method,FPT Key Vault,fpt-key-vault/tutorials-tao-auth-method.md,MEDIUM,85,49,42%,,
them-worker-group,Managed - FPT Kubernetes Engine,managed-fpt-kubernetes-engine/them-worker-group.md,MEDIUM,211,125,41%,,
configuration-tab,FPT Cloud Monitoring,fpt-cloud-monitoring/configuration-tab.md,MEDIUM,131,77,41%,,
restore-file-and-folder-for-linux,FPT Backup As a Service,fpt-backup-as-a-service/restore-file-and-folder-for-linux.md,MEDIUM,176,105,40%,,
create-veeam-recovery-media,FPT Backup As a Service,fpt-backup-as-a-service/create-veeam-recovery-media.md,MEDIUM,78,47,40%,,
tao-storage-disk,Cloud Server,cloud-server/tao-storage-disk.md,MEDIUM,93,57,39%,,
xoa-image-hoac-artifact-trong-repositories,FPT Container Registry,fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,MEDIUM,110,67,39%,,
mysql-troubleshooting,Managed - FPT Database Engines,managed-fpt-database-engine/mysql-troubleshooting.md,MEDIUM,1777,1108,38%,,
tutorials-bucket-config,FPT Object Storage,fpt-object-storage/tutorials-bucket-config.md,MEDIUM,1894,1191,37%,,
tong-quan-dich-vu-GPU,FPT Kubernetes Engine with GPU,fpt-kubernetes-engine-with-gpu/tong-quan-dich-vu-GPU.md,MEDIUM,374,237,37%,,
tutorials-tao-secret-tren-secret-engine,FPT Key Vault,fpt-key-vault/tutorials-tao-secret-tren-secret-engine.md,MEDIUM,59,37,37%,,
benchmark-sysbench,Managed - FPT Database Engines,managed-fpt-database-engine/benchmark-sysbench.md,MEDIUM,770,485,37%,,
thay-doi-worker-group-su-sung-gpu,FPT Kubernetes Engine with GPU,fpt-kubernetes-engine-with-gpu/thay-doi-worker-group-su-sung-gpu.md,MEDIUM,84,54,36%,,
monitor-ip,DdoS Protection,ddos-protection/monitor-ip.md,MEDIUM,69,44,36%,,
restore-file-and-folder-for-windows,FPT Backup As a Service,fpt-backup-as-a-service/restore-file-and-folder-for-windows.md,MEDIUM,120,77,36%,,
network-interface,CheckPoint - FPT NGFW,checkpoint-fpt-ngfw/network-interface.md,MEDIUM,106,69,35%,,
install-veeam-agent-for-linux,FPT Backup As a Service,fpt-backup-as-a-service/install-veeam-agent-for-linux.md,MEDIUM,73,50,32%,,
tutorials-bucket,FPT Object Storage,fpt-object-storage/tutorials-bucket.md,MEDIUM,529,364,31%,,
client-task,Trellix Customer Guide,trellix-customer-guide/client-task.md,MEDIUM,120,83,31%,,
